survey_id,event_id,event_title,survey_date,source_of_hearing,age_group,annual_household_income,overal_event_expression,feeback_suggestion,genre,text_A,text_B,combined_text,sentiment_score,month_str
287,114.0,Kira Soltanovich,2024-12-31,Email,66+,"$50,001 - $100,000","Headliner didn’t appear! We should have been told upfront when we arrived. We were not told till program started. New headliner was crude and disgusting. If the only material he has is about his gay sexlife, he should find another line of work. Extremely disappointed.",We were told that we would get a 20% discount for the original headliner when she returns. Don’t insult my intelligence. I think we should have been given the option of a full refund or use of existing tickets for headliners return.,Musical,"Headliner didn’t appear! We should have been told upfront when we arrived. We were not told till program started. New headliner was crude and disgusting. If the only material he has is about his gay sexlife, he should find another line of work. Extremely disappointed.",We were told that we would get a 20% discount for the original headliner when she returns. Don’t insult my intelligence. I think we should have been given the option of a full refund or use of existing tickets for headliners return.,"Headliner didn’t appear! We should have been told upfront when we arrived. We were not told till program started. New headliner was crude and disgusting. If the only material he has is about his gay sexlife, he should find another line of work. Extremely disappointed. We were told that we would get a 20% discount for the original headliner when she returns. Don’t insult my intelligence. I think we should have been given the option of a full refund or use of existing tickets for headliners return.",-0.1464962121212121,2024-12-01
288,114.0,Kira Soltanovich,2024-12-31,,,,the cancellation was unacceptable. We want our money back. Awful replacements,,Musical,the cancellation was unacceptable. We want our money back. Awful replacements,,the cancellation was unacceptable. We want our money back. Awful replacements ,-0.5,2024-12-01
289,114.0,Kira Soltanovich,2024-12-31,Email,56-65,"$50,001 - $100,000","Wasn’t the show we wanted to see, should have had the option to ask for refund.",,Musical,"Wasn’t the show we wanted to see, should have had the option to ask for refund.",,"Wasn’t the show we wanted to see, should have had the option to ask for refund. ",0.0,2024-12-01
290,114.0,Kira Soltanovich,2024-12-31,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000","Headliner act was unable to perform due to flight cancellation.
",Performance should have been canceled.,Musical,"Headliner act was unable to perform due to flight cancellation.
",Performance should have been canceled.,"Headliner act was unable to perform due to flight cancellation.
 Performance should have been canceled.",-0.3125,2024-12-01
291,114.0,Kira Soltanovich,2024-12-31,Other,46-55,"$100,001 - $200,000","Great, intimate setting. Extremely friendly people.","My first time there and will be back (already have future tickets).

The lack of space to get into the second level's rows of seats is quite off-putting, though. Please consider raising prices by $1 per ticket and removing the end seat on each row so there's room between the wall and seats for people to navigate. ",Musical,"Great, intimate setting. Extremely friendly people.","My first time there and will be back (already have future tickets).

The lack of space to get into the second level's rows of seats is quite off-putting, though. Please consider raising prices by $1 per ticket and removing the end seat on each row so there's room between the wall and seats for people to navigate. ","Great, intimate setting. Extremely friendly people. My first time there and will be back (already have future tickets).

The lack of space to get into the second level's rows of seats is quite off-putting, though. Please consider raising prices by $1 per ticket and removing the end seat on each row so there's room between the wall and seats for people to navigate. ",0.23214285714285715,2024-12-01
292,114.0,Kira Soltanovich,2024-12-31,Gesa Power House Theatre website (www.phtww.org),46-55,"$50,001 - $100,000",Very good,The headliner canceled and we didn't know until the beginning of the show. It would be nice if there was a way you could let us know that before we showed up.,Musical,Very good,The headliner canceled and we didn't know until the beginning of the show. It would be nice if there was a way you could let us know that before we showed up.,Very good The headliner canceled and we didn't know until the beginning of the show. It would be nice if there was a way you could let us know that before we showed up.,0.7549999999999999,2024-12-01
293,114.0,Kira Soltanovich,2024-12-31,Radio,56-65,"$50,001 - $100,000","It was my first time at the powerhouse. I found the venue to be excellent. I don’t think there is a bad seat in the house and I plan on attending future events. 
I understand the weather cannot be controlled and the headliner comedian was not able to make the show, but while the comedians ride their best, I was not impressed and I left the event at intermission. 
I know I will have better luck next time. ",,Musical,"It was my first time at the powerhouse. I found the venue to be excellent. I don’t think there is a bad seat in the house and I plan on attending future events. 
I understand the weather cannot be controlled and the headliner comedian was not able to make the show, but while the comedians ride their best, I was not impressed and I left the event at intermission. 
I know I will have better luck next time. ",,"It was my first time at the powerhouse. I found the venue to be excellent. I don’t think there is a bad seat in the house and I plan on attending future events. 
I understand the weather cannot be controlled and the headliner comedian was not able to make the show, but while the comedians ride their best, I was not impressed and I left the event at intermission. 
I know I will have better luck next time.  ",0.13000000000000003,2024-12-01
294,114.0,Kira Soltanovich,2024-12-31,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000",It was too bad the headliner could not be there.  The guys did the best they could under tough circumstances but the evening felt a bit awkward.,"Please make the place fragrance-free.  The lady in front of me was wearing too much perfume and I had a headache by the time I went home.
No pictures or videos. It is annoying to have phones up and shining in your eyes blocking your view of the performance.",Musical,It was too bad the headliner could not be there.  The guys did the best they could under tough circumstances but the evening felt a bit awkward.,"Please make the place fragrance-free.  The lady in front of me was wearing too much perfume and I had a headache by the time I went home.
No pictures or videos. It is annoying to have phones up and shining in your eyes blocking your view of the performance.","It was too bad the headliner could not be there.  The guys did the best they could under tough circumstances but the evening felt a bit awkward. Please make the place fragrance-free.  The lady in front of me was wearing too much perfume and I had a headache by the time I went home.
No pictures or videos. It is annoying to have phones up and shining in your eyes blocking your view of the performance.",-0.2148148148148148,2024-12-01
295,114.0,Kira Soltanovich,2024-12-31,Walla Walla Union Bulletin,66+,,Disappointed that headliner could not make it. Confusing we were told opening guy was it then another guy appeared. ,Generally we enjoy PHT events but it was poor planning to have headliner coming in by plane on Dec 31. Air travel is notoriously unpredictable this time of year. The opening guy was not headliner quality. ,Musical,Disappointed that headliner could not make it. Confusing we were told opening guy was it then another guy appeared. ,Generally we enjoy PHT events but it was poor planning to have headliner coming in by plane on Dec 31. Air travel is notoriously unpredictable this time of year. The opening guy was not headliner quality. ,Disappointed that headliner could not make it. Confusing we were told opening guy was it then another guy appeared.  Generally we enjoy PHT events but it was poor planning to have headliner coming in by plane on Dec 31. Air travel is notoriously unpredictable this time of year. The opening guy was not headliner quality. ,-0.24333333333333335,2024-12-01
296,114.0,Kira Soltanovich,2024-12-31,Email,46-55,"$200,001 or above","Disappointed the headliner cancelled and disappointed only 20% discount for a follow on show to see the actual headliner was offered. Value is highly questionable and feels like a forced donation of the audience. Minimum 50% discount should have been offered and apologies should have been profuse, not skirted and avoided. ","Again, 20% discount to come back after a disappointing show is a slap in the face and feels poorly handled. I would appreciate a formal apology and amends more appropriate to the lost value of the New Year’s Eve celebration (this wasn’t some random Tuesday night). Hurst.craig.a@gmail.com is my email should there be any follow up. ",Musical,"Disappointed the headliner cancelled and disappointed only 20% discount for a follow on show to see the actual headliner was offered. Value is highly questionable and feels like a forced donation of the audience. Minimum 50% discount should have been offered and apologies should have been profuse, not skirted and avoided. ","Again, 20% discount to come back after a disappointing show is a slap in the face and feels poorly handled. I would appreciate a formal apology and amends more appropriate to the lost value of the New Year’s Eve celebration (this wasn’t some random Tuesday night). Hurst.craig.a@gmail.com is my email should there be any follow up. ","Disappointed the headliner cancelled and disappointed only 20% discount for a follow on show to see the actual headliner was offered. Value is highly questionable and feels like a forced donation of the audience. Minimum 50% discount should have been offered and apologies should have been profuse, not skirted and avoided.  Again, 20% discount to come back after a disappointing show is a slap in the face and feels poorly handled. I would appreciate a formal apology and amends more appropriate to the lost value of the New Year’s Eve celebration (this wasn’t some random Tuesday night). Hurst.craig.a@gmail.com is my email should there be any follow up. ",-0.2048951048951049,2024-12-01
